pv/IK-I'K';active;Message b;Authentication 1;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';active;Message b;Authentication 2;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';active;Message b;Authentication 3;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';active;Message b;Authentication 4;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';active;Message b;Confidentiality sanity;attacker(msg_b(bob, alice, sid_b));not attacker_p1(msg_b(bob,alice,sid_b));is true
pv/IK-I'K';active;Message b;Confidentiality 2;attacker(msg_b(bob, alice, sid_b)) ==> false;not attacker_p1(msg_b(bob,alice,sid_b));is true
pv/IK-I'K';active;Message b;Confidentiality 4;attacker(msg_b(bob, alice, sid_b)) ==> ((event(LeakS(phase0, alice)) && event(LeakM(phase0, alice)))) || ((event(LeakS(px, alice)) && event(LeakM(px, alice))) && (event(LeakS(pz, bob)) && event(LeakM(pz, bob))));attacker_p1(msg_b(bob,alice,sid_b)) ==> (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice))) || (event(LeakS(px,alice)) && event(LeakM(px,alice)) && event(LeakS(pz,bob)) && event(LeakM(pz,bob)));is true
pv/IK-I'K';active;Message b;Confidentiality 5;attacker(msg_b(bob, alice, sid_b)) ==> (false);not attacker_p1(msg_b(bob,alice,sid_b));is true
pv/IK-I'K';active;Message c;Authentication sanity;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_c(sid_a), msg)));event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_c(sid_a),msg));is true
pv/IK-I'K';active;Message c;Authentication 1;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, c, stagepack_c(sid_a), msg))) || (false) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,c,stagepack_c(sid_a),msg)) || false || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';active;Message c;Authentication 2;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, c, stagepack_c(sid_a), msg))) || (false);event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,c,stagepack_c(sid_a),msg)) || false;is true
pv/IK-I'K';active;Message c;Authentication 3;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_c(sid_a), msg))) || (false) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_c(sid_a),msg)) || false || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';active;Message c;Authentication 4;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_c(sid_a), msg))) || (false);event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_c(sid_a),msg)) || false;is true
pv/IK-I'K';active;Message c;Confidentiality sanity;attacker(msg_c(alice, bob, sid_a));not attacker_p1(msg_c(alice,bob,sid_a));cannot be proved
pv/IK-I'K';active;Message c;Confidentiality 2;attacker(msg_c(alice, bob, sid_a)) ==> (event(LeakS(px, bob)) && event(LeakM(px, bob)));attacker_p1(msg_c(alice,bob,sid_a)) ==> event(LeakS(px,bob)) && event(LeakM(px,bob));is true
pv/IK-I'K';active;Message c;Confidentiality 4;attacker(msg_c(alice, bob, sid_a)) ==> ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || ((event(LeakS(px, bob)) && event(LeakM(px, bob)))) && (event(LeakS(pz, alice)) && event(LeakM(pz, alice)));attacker_p1(msg_c(alice,bob,sid_a)) ==> (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || (event(LeakS(px,bob)) && event(LeakM(px,bob)) && event(LeakS(pz,alice)) && event(LeakM(pz,alice)));is true
pv/IK-I'K';active;Message c;Confidentiality 5;attacker(msg_c(alice, bob, sid_a)) ==> ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));attacker_p1(msg_c(alice,bob,sid_a)) ==> event(LeakS(phase0,bob)) && event(LeakM(phase0,bob));is true
pv/IK-I'K';active;Message d;Authentication sanity;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_d(sid_b), msg)));event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_d(sid_b),msg));cannot be proved
pv/IK-I'K';active;Message d;Authentication 1;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';active;Message d;Authentication 2;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';active;Message d;Authentication 3;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';active;Message d;Authentication 4;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';active;Message d;Confidentiality sanity;attacker(msg_d(bob, alice, sid_b));not attacker_p1(msg_d(bob,alice,sid_b));is true
pv/IK-I'K';active;Message d;Confidentiality 2;attacker(msg_d(bob, alice, sid_b)) ==> false;not attacker_p1(msg_d(bob,alice,sid_b));is true
pv/IK-I'K';active;Message d;Confidentiality 4;attacker(msg_d(bob, alice, sid_b)) ==> ((event(LeakS(phase0, alice)) && event(LeakM(phase0, alice)))) || ((event(LeakS(px, alice)) && event(LeakM(px, alice))) && (event(LeakS(pz, bob)) && event(LeakM(pz, bob))));attacker_p1(msg_d(bob,alice,sid_b)) ==> (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice))) || (event(LeakS(px,alice)) && event(LeakM(px,alice)) && event(LeakS(pz,bob)) && event(LeakM(pz,bob)));is true
pv/IK-I'K';active;Message d;Confidentiality 5;attacker(msg_d(bob, alice, sid_b)) ==> (false);not attacker_p1(msg_d(bob,alice,sid_b));is true
pv/IK-I'K';active;;;event(RecvEnd(true));not event(RecvEnd(true));cannot be proved
pv/IK-I'K';passive;Message a;Authentication sanity;event(RecvMsg(bob, alice, stagepack_a(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_a(sid_a), msg)));event(RecvMsg(bob,alice,stagepack_a(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_a(sid_a),msg));is true
pv/IK-I'K';passive;Message a;Authentication 1;event(RecvMsg(bob, alice, stagepack_a(sid_b), msg)) ==> (event(SendMsg(alice, c, stagepack_a(sid_a), msg)))  || ((event(LeakS(phase0, bob))) && (event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_a(sid_b),msg)) ==> event(SendMsg(alice,c,stagepack_a(sid_a),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message a;Authentication 2;event(RecvMsg(bob, alice, stagepack_a(sid_b), msg)) ==> (event(SendMsg(alice, c, stagepack_a(sid_a), msg))) ;event(RecvMsg(bob,alice,stagepack_a(sid_b),msg)) ==> event(SendMsg(alice,c,stagepack_a(sid_a),msg));is true
pv/IK-I'K';passive;Message a;Authentication 3;event(RecvMsg(bob, alice, stagepack_a(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_a(sid_a), msg)))  || ((event(LeakS(phase0, bob))) && (event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_a(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_a(sid_a),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message a;Authentication 4;event(RecvMsg(bob, alice, stagepack_a(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_a(sid_a), msg))) ;event(RecvMsg(bob,alice,stagepack_a(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_a(sid_a),msg));is true
pv/IK-I'K';passive;Message a;Confidentiality sanity;attacker(msg_a(alice, bob, sid_a));not attacker_p1(msg_a(alice,bob,sid_a));cannot be proved
pv/IK-I'K';passive;Message a;Confidentiality 1;attacker(msg_a(alice, bob, sid_a)) ==> (event(LeakS(px, bob)) && event(LeakM(px, bob)));attacker_p1(msg_a(alice,bob,sid_a)) ==> event(LeakS(px,bob)) && event(LeakM(px,bob));is true
pv/IK-I'K';passive;Message a;Confidentiality 3;attacker(msg_a(alice, bob, sid_a)) ==> ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || ((event(LeakS(px, bob)) && event(LeakM(px, bob))) && (event(LeakS(pz, alice)) && event(LeakM(pz, alice))));attacker_p1(msg_a(alice,bob,sid_a)) ==> (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || (event(LeakS(px,bob)) && event(LeakM(px,bob)) && event(LeakS(pz,alice)) && event(LeakM(pz,alice)));cannot be proved
pv/IK-I'K';passive;Message a;Confidentiality 5;attacker(msg_a(alice, bob, sid_a)) ==> ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));attacker_p1(msg_a(alice,bob,sid_a)) ==> event(LeakS(phase0,bob)) && event(LeakM(phase0,bob));cannot be proved
pv/IK-I'K';passive;Message b;Authentication sanity;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_b(sid_b), msg)));event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_b(sid_b),msg));is true
pv/IK-I'K';passive;Message b;Authentication 1;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';passive;Message b;Authentication 2;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message b;Authentication 3;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';passive;Message b;Authentication 4;event(RecvMsg(alice, bob, stagepack_b(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_b(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_b(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_b(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message b;Confidentiality sanity;attacker(msg_b(bob, alice, sid_b));not attacker_p1(msg_b(bob,alice,sid_b));is true
pv/IK-I'K';passive;Message b;Confidentiality 1;attacker(msg_b(bob, alice, sid_b)) ==> false;not attacker_p1(msg_b(bob,alice,sid_b));is true
pv/IK-I'K';passive;Message b;Confidentiality 3;attacker(msg_b(bob, alice, sid_b)) ==> ((event(LeakS(phase0, alice)) && event(LeakM(phase0, alice)))) || ((event(LeakS(px, alice)) && event(LeakM(px, alice))) && (event(LeakS(pz, bob)) && event(LeakM(pz, bob))));attacker_p1(msg_b(bob,alice,sid_b)) ==> (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice))) || (event(LeakS(px,alice)) && event(LeakM(px,alice)) && event(LeakS(pz,bob)) && event(LeakM(pz,bob)));is true
pv/IK-I'K';passive;Message b;Confidentiality 5;attacker(msg_b(bob, alice, sid_b)) ==> (false);not attacker_p1(msg_b(bob,alice,sid_b));is true
pv/IK-I'K';passive;Message c;Authentication sanity;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_c(sid_a), msg)));event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_c(sid_a),msg));is true
pv/IK-I'K';passive;Message c;Authentication 1;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, c, stagepack_c(sid_a), msg))) || (false) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,c,stagepack_c(sid_a),msg)) || false || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message c;Authentication 2;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, c, stagepack_c(sid_a), msg))) || (false);event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,c,stagepack_c(sid_a),msg)) || false;is true
pv/IK-I'K';passive;Message c;Authentication 3;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_c(sid_a), msg))) || (false) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_c(sid_a),msg)) || false || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message c;Authentication 4;event(RecvMsg(bob, alice, stagepack_c(sid_b), msg)) ==> (event(SendMsg(alice, bob, stagepack_c(sid_a), msg))) || (false);event(RecvMsg(bob,alice,stagepack_c(sid_b),msg)) ==> event(SendMsg(alice,bob,stagepack_c(sid_a),msg)) || false;is true
pv/IK-I'K';passive;Message c;Confidentiality sanity;attacker(msg_c(alice, bob, sid_a));not attacker_p1(msg_c(alice,bob,sid_a));is true
pv/IK-I'K';passive;Message c;Confidentiality 1;attacker(msg_c(alice, bob, sid_a)) ==> (event(LeakS(px, bob)) && event(LeakM(px, bob)));attacker_p1(msg_c(alice,bob,sid_a)) ==> event(LeakS(px,bob)) && event(LeakM(px,bob));is true
pv/IK-I'K';passive;Message c;Confidentiality 3;attacker(msg_c(alice, bob, sid_a)) ==> ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || ((event(LeakS(px, bob)) && event(LeakM(px, bob)))) && (event(LeakS(pz, alice)) && event(LeakM(pz, alice)));attacker_p1(msg_c(alice,bob,sid_a)) ==> (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || (event(LeakS(px,bob)) && event(LeakM(px,bob)) && event(LeakS(pz,alice)) && event(LeakM(pz,alice)));is true
pv/IK-I'K';passive;Message c;Confidentiality 5;attacker(msg_c(alice, bob, sid_a)) ==> ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));attacker_p1(msg_c(alice,bob,sid_a)) ==> event(LeakS(phase0,bob)) && event(LeakM(phase0,bob));is true
pv/IK-I'K';passive;Message d;Authentication sanity;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_d(sid_b), msg)));event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_d(sid_b),msg));is true
pv/IK-I'K';passive;Message d;Authentication 1;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';passive;Message d;Authentication 2;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, c, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,c,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message d;Authentication 3;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob)))) || (false);event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob))) || false;is true
pv/IK-I'K';passive;Message d;Authentication 4;event(RecvMsg(alice, bob, stagepack_d(sid_a), msg)) ==> (event(SendMsg(bob, alice, stagepack_d(sid_b), msg))) || ((event(LeakS(phase0, bob)) && event(LeakM(phase0, bob))));event(RecvMsg(alice,bob,stagepack_d(sid_a),msg)) ==> event(SendMsg(bob,alice,stagepack_d(sid_b),msg)) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));is true
pv/IK-I'K';passive;Message d;Confidentiality sanity;attacker(msg_d(bob, alice, sid_b));not attacker_p1(msg_d(bob,alice,sid_b));is true
pv/IK-I'K';passive;Message d;Confidentiality 1;attacker(msg_d(bob, alice, sid_b)) ==> false;not attacker_p1(msg_d(bob,alice,sid_b));is true
pv/IK-I'K';passive;Message d;Confidentiality 3;attacker(msg_d(bob, alice, sid_b)) ==> ((event(LeakS(phase0, alice)) && event(LeakM(phase0, alice)))) || ((event(LeakS(px, alice)) && event(LeakM(px, alice))) && (event(LeakS(pz, bob)) && event(LeakM(pz, bob))));attacker_p1(msg_d(bob,alice,sid_b)) ==> (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice))) || (event(LeakS(px,alice)) && event(LeakM(px,alice)) && event(LeakS(pz,bob)) && event(LeakM(pz,bob)));is true
pv/IK-I'K';passive;Message d;Confidentiality 5;attacker(msg_d(bob, alice, sid_b)) ==> (false);not attacker_p1(msg_d(bob,alice,sid_b));is true
pv/IK-I'K';passive;;;event(RecvEnd(true));not event(RecvEnd(true));is true
pv/IX-I'X';active;Message a;Authentication sanity;event(RecvMsg(bob, alice, stagepack_a(sid_b), m)) ==> (event(SendMsg(alice, bob, stagepack_a(sid_a), m)));event(RecvMsg(bob,alice,stagepack_a(sid_b),m_24)) ==> event(SendMsg(alice,bob,stagepack_a(sid_a),m_24));cannot be proved
pv/IX-I'X';active;Message a;Authentication 1;event(RecvMsg(bob, alice, stagepack_a(sid_b), m)) ==> (event(SendMsg(alice, c, stagepack_a(sid_a), m))) || ((event(LeakS(phase0, alice))) && (event(LeakM(phase0, alice)))) || ((event(LeakS(phase0, bob))) && (event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_a(sid_b),m_24)) ==> event(SendMsg(alice,c,stagepack_a(sid_a),m_24)) || (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice))) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));cannot be proved
pv/IX-I'X';active;Message a;Authentication 2;event(RecvMsg(bob, alice, stagepack_a(sid_b), m)) ==> (event(SendMsg(alice, c, stagepack_a(sid_a), m))) || ((event(LeakS(phase0, alice))) && (event(LeakM(phase0, alice))));event(RecvMsg(bob,alice,stagepack_a(sid_b),m_24)) ==> event(SendMsg(alice,c,stagepack_a(sid_a),m_24)) || (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice)));cannot be proved
pv/IX-I'X';active;Message a;Authentication 3;event(RecvMsg(bob, alice, stagepack_a(sid_b), m)) ==> (event(SendMsg(alice, bob, stagepack_a(sid_a), m))) || ((event(LeakS(phase0, alice))) && (event(LeakM(phase0, alice)))) || ((event(LeakS(phase0, bob))) && (event(LeakM(phase0, bob))));event(RecvMsg(bob,alice,stagepack_a(sid_b),m_24)) ==> event(SendMsg(alice,bob,stagepack_a(sid_a),m_24)) || (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice))) || (event(LeakS(phase0,bob)) && event(LeakM(phase0,bob)));cannot be proved
pv/IX-I'X';active;Message a;Authentication 4;event(RecvMsg(bob, alice, stagepack_a(sid_b), m)) ==> (event(SendMsg(alice, bob, stagepack_a(sid_a), m))) || ((event(LeakS(phase0, alice))) && (event(LeakM(phase0, alice))));event(RecvMsg(bob,alice,stagepack_a(sid_b),m_24)) ==> event(SendMsg(alice,bob,stagepack_a(sid_a),m_24)) || (event(LeakS(phase0,alice)) && event(LeakM(phase0,alice)));cannot be proved
pv/IX-I'X';active;Message a;Confidentiality sanity;attacker(msg_a(alice, bob, sid_a));not attacker_p1(msg_a(alice,bob,sid_a));cannot be proved
pv/IX-I'X';active;Message a;Confidentiality 2;attacker(msg_a(alice, bob, sid_a)) ==> (event(LeakS(px, bob)) && event(LeakM(px, bob)));attacker_p1(msg_a(alice,bob,sid_a)) ==> event(LeakS(px,bob)) && event(LeakM(px,bob));cannot be proved
